ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Newsom,12/20/2023 12:00:00 AM,$0.08,$0.09,$0.07,$0.07,1990
Ramaswamy,12/20/2023 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,2853
Scott,12/20/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/20/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,6058
Haley,12/20/2023 12:00:00 AM,$0.10,$0.12,$0.10,$0.12,5518
DeSantis,12/21/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,2437
Trump,12/21/2023 12:00:00 AM,$0.40,$0.41,$0.40,$0.40,7542
Biden,12/21/2023 12:00:00 AM,$0.38,$0.40,$0.38,$0.38,4825
Harris,12/21/2023 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,2312
Buttigieg,12/21/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Newsom,12/21/2023 12:00:00 AM,$0.07,$0.09,$0.07,$0.08,5980
Ramaswamy,12/21/2023 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,2933
Scott,12/21/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/21/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,5855
Haley,12/21/2023 12:00:00 AM,$0.12,$0.14,$0.12,$0.12,8477
DeSantis,12/22/2023 12:00:00 AM,$0.05,$0.06,$0.04,$0.06,3599
Trump,12/22/2023 12:00:00 AM,$0.40,$0.41,$0.38,$0.39,7774
Biden,12/22/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,3879
Harris,12/22/2023 12:00:00 AM,$0.02,$0.04,$0.02,$0.03,13060
Buttigieg,12/22/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/22/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,1379
Ramaswamy,12/22/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1432
Scott,12/22/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/22/2023 12:00:00 AM,$0.05,$0.06,$0.04,$0.05,12743
Haley,12/22/2023 12:00:00 AM,$0.12,$0.14,$0.12,$0.13,4634
DeSantis,12/23/2023 12:00:00 AM,$0.06,$0.06,$0.04,$0.04,2836
Trump,12/23/2023 12:00:00 AM,$0.39,$0.39,$0.38,$0.38,2308
Biden,12/23/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,1568
Harris,12/23/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1894
Buttigieg,12/23/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/23/2023 12:00:00 AM,$0.08,$0.10,$0.07,$0.09,10599
Ramaswamy,12/23/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,7136
Scott,12/23/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/23/2023 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,7828
Haley,12/23/2023 12:00:00 AM,$0.13,$0.14,$0.12,$0.12,3588
DeSantis,12/24/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,2138
Trump,12/24/2023 12:00:00 AM,$0.38,$0.40,$0.38,$0.40,2836
Biden,12/24/2023 12:00:00 AM,$0.38,$0.39,$0.37,$0.38,4678
Harris,12/24/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1705
Buttigieg,12/24/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/24/2023 12:00:00 AM,$0.09,$0.09,$0.08,$0.08,1998
Ramaswamy,12/24/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1690
Scott,12/24/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/24/2023 12:00:00 AM,$0.04,$0.06,$0.04,$0.04,4931
Haley,12/24/2023 12:00:00 AM,$0.12,$0.14,$0.12,$0.13,3544
DeSantis,12/25/2023 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1851
Trump,12/25/2023 12:00:00 AM,$0.40,$0.40,$0.38,$0.40,5484
Biden,12/25/2023 12:00:00 AM,$0.38,$0.39,$0.37,$0.37,5361
Harris,12/25/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1963
Buttigieg,12/25/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/25/2023 12:00:00 AM,$0.08,$0.09,$0.07,$0.07,4646
Ramaswamy,12/25/2023 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,1651
Scott,12/25/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/25/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,2549
Haley,12/25/2023 12:00:00 AM,$0.13,$0.14,$0.12,$0.12,3986
DeSantis,12/26/2023 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,5230
Trump,12/26/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,3319
Biden,12/26/2023 12:00:00 AM,$0.37,$0.39,$0.37,$0.38,1428
Harris,12/26/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,337
Buttigieg,12/26/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/26/2023 12:00:00 AM,$0.07,$0.08,$0.07,$0.08,755
Ramaswamy,12/26/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,2182
Scott,12/26/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/26/2023 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,5500
Haley,12/26/2023 12:00:00 AM,$0.12,$0.13,$0.11,$0.12,2571
DeSantis,12/27/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,3709
Trump,12/27/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,647
Biden,12/27/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,4478
Harris,12/27/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,590
Buttigieg,12/27/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/27/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,1508
Ramaswamy,12/27/2023 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,1288
Scott,12/27/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,998
RFK Jr.,12/27/2023 12:00:00 AM,$0.05,$0.06,$0.04,$0.05,3183
Haley,12/27/2023 12:00:00 AM,$0.12,$0.13,$0.11,$0.12,2443
DeSantis,12/28/2023 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,2822
Trump,12/28/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,1653
Biden,12/28/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,802
Harris,12/28/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1437
Buttigieg,12/28/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/28/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,1936
Ramaswamy,12/28/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,2369
Scott,12/28/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/28/2023 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,4524
Haley,12/28/2023 12:00:00 AM,$0.12,$0.13,$0.11,$0.11,3162
DeSantis,12/29/2023 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,344
Trump,12/29/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,806
Biden,12/29/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,1649
Harris,12/29/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,103
Buttigieg,12/29/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/29/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,1336
Ramaswamy,12/29/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,180
Scott,12/29/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/29/2023 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2531
Haley,12/29/2023 12:00:00 AM,$0.11,$0.13,$0.10,$0.11,6781
DeSantis,12/30/2023 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,255
Trump,12/30/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,2026
Biden,12/30/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,1510
Harris,12/30/2023 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,250
Buttigieg,12/30/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,167
Newsom,12/30/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,1385
Ramaswamy,12/30/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,11239
Scott,12/30/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/30/2023 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1161
Haley,12/30/2023 12:00:00 AM,$0.11,$0.12,$0.10,$0.12,1651
DeSantis,12/31/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,66
Trump,12/31/2023 12:00:00 AM,$0.40,$0.40,$0.39,$0.40,1525
Biden,12/31/2023 12:00:00 AM,$0.38,$0.39,$0.38,$0.38,479
Harris,12/31/2023 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,44
Buttigieg,12/31/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,12/31/2023 12:00:00 AM,$0.08,$0.09,$0.08,$0.08,228
Ramaswamy,12/31/2023 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,2267
Scott,12/31/2023 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,12/31/2023 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,739
Haley,12/31/2023 12:00:00 AM,$0.12,$0.12,$0.10,$0.10,130
DeSantis,1/1/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,138
Trump,1/1/2024 12:00:00 AM,$0.40,$0.41,$0.39,$0.40,2032
Biden,1/1/2024 12:00:00 AM,$0.38,$0.40,$0.38,$0.38,3466
Harris,1/1/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,84
Buttigieg,1/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/1/2024 12:00:00 AM,$0.08,$0.08,$0.08,$0.08,86
Ramaswamy,1/1/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,705
Scott,1/1/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/1/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,9554
Haley,1/1/2024 12:00:00 AM,$0.10,$0.12,$0.10,$0.11,2383
DeSantis,1/2/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,2339
Trump,1/2/2024 12:00:00 AM,$0.40,$0.41,$0.39,$0.41,1824
Biden,1/2/2024 12:00:00 AM,$0.38,$0.40,$0.38,$0.38,4547
Harris,1/2/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,5378
Buttigieg,1/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Newsom,1/2/2024 12:00:00 AM,$0.08,$0.09,$0.07,$0.09,9835
Ramaswamy,1/2/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,10437
Scott,1/2/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/2/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1883
Haley,1/2/2024 12:00:00 AM,$0.11,$0.11,$0.09,$0.10,6381
DeSantis,1/3/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,8037
Trump,1/3/2024 12:00:00 AM,$0.41,$0.42,$0.40,$0.41,10422
Biden,1/3/2024 12:00:00 AM,$0.38,$0.40,$0.38,$0.39,10480
Harris,1/3/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,3343
Buttigieg,1/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/3/2024 12:00:00 AM,$0.09,$0.09,$0.07,$0.07,1869
Ramaswamy,1/3/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,3064
Scott,1/3/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
RFK Jr.,1/3/2024 12:00:00 AM,$0.05,$0.09,$0.05,$0.06,29553
Haley,1/3/2024 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,2373
DeSantis,1/4/2024 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,651
Trump,1/4/2024 12:00:00 AM,$0.41,$0.41,$0.40,$0.41,2234
Biden,1/4/2024 12:00:00 AM,$0.39,$0.40,$0.39,$0.39,2017
Harris,1/4/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1166
Buttigieg,1/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/4/2024 12:00:00 AM,$0.07,$0.08,$0.07,$0.07,3932
Ramaswamy,1/4/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,3850
Scott,1/4/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/4/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,1202
Haley,1/4/2024 12:00:00 AM,$0.10,$0.11,$0.09,$0.09,3813
DeSantis,1/5/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,4518
Trump,1/5/2024 12:00:00 AM,$0.41,$0.41,$0.40,$0.40,2718
Biden,1/5/2024 12:00:00 AM,$0.39,$0.40,$0.39,$0.40,7724
Harris,1/5/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,626
Buttigieg,1/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Newsom,1/5/2024 12:00:00 AM,$0.07,$0.08,$0.07,$0.07,1514
Ramaswamy,1/5/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,424
Scott,1/5/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/5/2024 12:00:00 AM,$0.05,$0.05,$0.05,$0.05,933
Haley,1/5/2024 12:00:00 AM,$0.09,$0.11,$0.09,$0.10,818
DeSantis,1/6/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,16059
Trump,1/6/2024 12:00:00 AM,$0.40,$0.41,$0.40,$0.41,1372
Biden,1/6/2024 12:00:00 AM,$0.40,$0.40,$0.39,$0.39,4154
Harris,1/6/2024 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,131
Buttigieg,1/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/6/2024 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,2727
Ramaswamy,1/6/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,591
Scott,1/6/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/6/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1116
Haley,1/6/2024 12:00:00 AM,$0.10,$0.10,$0.09,$0.10,1373
DeSantis,1/7/2024 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,3632
Trump,1/7/2024 12:00:00 AM,$0.41,$0.41,$0.40,$0.41,3588
Biden,1/7/2024 12:00:00 AM,$0.39,$0.41,$0.39,$0.39,2339
Harris,1/7/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,274
Buttigieg,1/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/7/2024 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,6927
Ramaswamy,1/7/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.05,691
Scott,1/7/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/7/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,1328
Haley,1/7/2024 12:00:00 AM,$0.10,$0.11,$0.10,$0.10,1370
DeSantis,1/8/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,5061
Trump,1/8/2024 12:00:00 AM,$0.41,$0.42,$0.40,$0.41,8050
Biden,1/8/2024 12:00:00 AM,$0.39,$0.40,$0.39,$0.40,8642
Harris,1/8/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,2918
Buttigieg,1/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/8/2024 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,3452
Ramaswamy,1/8/2024 12:00:00 AM,$0.05,$0.06,$0.04,$0.06,11547
Scott,1/8/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/8/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,5116
Haley,1/8/2024 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,6261
DeSantis,1/9/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,12740
Trump,1/9/2024 12:00:00 AM,$0.41,$0.42,$0.40,$0.41,13083
Biden,1/9/2024 12:00:00 AM,$0.40,$0.40,$0.38,$0.38,8282
Harris,1/9/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,5317
Buttigieg,1/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/9/2024 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,13615
Ramaswamy,1/9/2024 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,10775
Scott,1/9/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/9/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,22479
Haley,1/9/2024 12:00:00 AM,$0.10,$0.11,$0.09,$0.11,13794
DeSantis,1/10/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,5092
Trump,1/10/2024 12:00:00 AM,$0.41,$0.41,$0.39,$0.40,8388
Biden,1/10/2024 12:00:00 AM,$0.38,$0.39,$0.37,$0.37,9387
Harris,1/10/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,4306
Buttigieg,1/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Newsom,1/10/2024 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,5535
Ramaswamy,1/10/2024 12:00:00 AM,$0.05,$0.07,$0.04,$0.04,16487
Scott,1/10/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/10/2024 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,6709
Haley,1/10/2024 12:00:00 AM,$0.11,$0.15,$0.10,$0.13,16302
DeSantis,1/11/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,3376
Trump,1/11/2024 12:00:00 AM,$0.40,$0.41,$0.39,$0.41,3922
Biden,1/11/2024 12:00:00 AM,$0.37,$0.39,$0.37,$0.37,7405
Harris,1/11/2024 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,9709
Buttigieg,1/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/11/2024 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,2700
Ramaswamy,1/11/2024 12:00:00 AM,$0.04,$0.08,$0.04,$0.05,26917
Scott,1/11/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/11/2024 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,13801
Haley,1/11/2024 12:00:00 AM,$0.13,$0.16,$0.10,$0.13,9366
DeSantis,1/12/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,6018
Trump,1/12/2024 12:00:00 AM,$0.41,$0.41,$0.39,$0.40,5701
Biden,1/12/2024 12:00:00 AM,$0.37,$0.39,$0.37,$0.38,5559
Harris,1/12/2024 12:00:00 AM,$0.02,$0.04,$0.02,$0.03,2397
Buttigieg,1/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/12/2024 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,10859
Ramaswamy,1/12/2024 12:00:00 AM,$0.05,$0.09,$0.05,$0.05,22299
Scott,1/12/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/12/2024 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,5629
Haley,1/12/2024 12:00:00 AM,$0.13,$0.14,$0.11,$0.11,4753
DeSantis,1/13/2024 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,2571
Trump,1/13/2024 12:00:00 AM,$0.40,$0.41,$0.39,$0.41,2790
Biden,1/13/2024 12:00:00 AM,$0.38,$0.39,$0.37,$0.37,7300
Harris,1/13/2024 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,1648
Buttigieg,1/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/13/2024 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,2478
Ramaswamy,1/13/2024 12:00:00 AM,$0.05,$0.07,$0.05,$0.05,2860
Scott,1/13/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/13/2024 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,2197
Haley,1/13/2024 12:00:00 AM,$0.11,$0.12,$0.09,$0.11,4716
DeSantis,1/14/2024 12:00:00 AM,$0.04,$0.06,$0.04,$0.04,15441
Trump,1/14/2024 12:00:00 AM,$0.41,$0.41,$0.40,$0.41,3358
Biden,1/14/2024 12:00:00 AM,$0.37,$0.39,$0.37,$0.38,2367
Harris,1/14/2024 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,6260
Buttigieg,1/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Newsom,1/14/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,8560
Ramaswamy,1/14/2024 12:00:00 AM,$0.05,$0.08,$0.05,$0.05,14098
Scott,1/14/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/14/2024 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,997
Haley,1/14/2024 12:00:00 AM,$0.11,$0.11,$0.09,$0.10,3204
DeSantis,1/15/2024 12:00:00 AM,$0.04,$0.07,$0.03,$0.04,23624
Trump,1/15/2024 12:00:00 AM,$0.41,$0.44,$0.40,$0.42,17604
Biden,1/15/2024 12:00:00 AM,$0.38,$0.40,$0.37,$0.39,12275
Harris,1/15/2024 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,2770
Buttigieg,1/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,69
Newsom,1/15/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,7411
Ramaswamy,1/15/2024 12:00:00 AM,$0.05,$0.07,$0.01,$0.01,55198
Scott,1/15/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/15/2024 12:00:00 AM,$0.05,$0.08,$0.05,$0.05,25372
Haley,1/15/2024 12:00:00 AM,$0.10,$0.11,$0.08,$0.08,22079
DeSantis,1/16/2024 12:00:00 AM,$0.04,$0.04,$0.02,$0.02,16568
Trump,1/16/2024 12:00:00 AM,$0.42,$0.47,$0.42,$0.47,27197
Biden,1/16/2024 12:00:00 AM,$0.39,$0.43,$0.39,$0.41,30688
Harris,1/16/2024 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,3182
Buttigieg,1/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Newsom,1/16/2024 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,9055
Ramaswamy,1/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13731
Scott,1/16/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
RFK Jr.,1/16/2024 12:00:00 AM,$0.05,$0.07,$0.04,$0.06,16497
Haley,1/16/2024 12:00:00 AM,$0.08,$0.09,$0.06,$0.09,19214
DeSantis,1/17/2024 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,2776
Trump,1/17/2024 12:00:00 AM,$0.47,$0.48,$0.46,$0.48,13065
Biden,1/17/2024 12:00:00 AM,$0.41,$0.43,$0.41,$0.41,11224
Harris,1/17/2024 12:00:00 AM,$0.03,$0.03,$0.02,$0.03,5908
Buttigieg,1/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,125
Newsom,1/17/2024 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,11278
Ramaswamy,1/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3100
Scott,1/17/2024 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,51
RFK Jr.,1/17/2024 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,7687
Haley,1/17/2024 12:00:00 AM,$0.09,$0.09,$0.06,$0.07,21185
